,text,categorys,polarity
61,WONDERFUL machine;,['GENERAL'],positive
62,glad I bought it.,['GENERAL'],positive
63,"Tiny, forgivable drawback - no ethernet cable outlet.","['DESIGN_FEATURES', 'CONNECTIVITY']",neutral
64,But that's not a deal-breaker.,['DESIGN_FEATURES'],neutral
65,SUPER LAPTOP!!,['GENERAL'],positive
66,Will probably get another one for my wife!,['GENERAL'],positive
67,"a bit ugly,but works good","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",mixed
68,I like the design rather sleek and light.,['DESIGN_FEATURES'],positive
69,"I will give advise any prospective buyers this is not great laptop, Its good for web browsing and word processing","['GENERAL', 'MISCELLANEOUS']",mixed
70,Fantastic for the price - just wish it the keys were illuminated.,"['GENERAL', 'PRICE', 'KEYBOARD']",mixed
71,If your on a budget.... Save up longer.,['GENERAL'],negative
72,This laptop isn't worth a single cent.,['GENERAL'],negative
73,I couldn't even install linux on it.,['USABILITY'],negative
74,Windows runs very poorly.,['OS'],negative
75,Just save your money and get something better.,['GENERAL'],negative
76,awesome price for a laptop that lasts more than 8 hours without recharging!,"['PRICE', 'BATTERY']",positive
77,are u serious?,[],na
78,awesome!,['GENERAL'],positive
79,This laptop is a complete cheap junk.,['QUALITY'],negative
80,By just looking at it you will realize it's crap.,['QUALITY'],negative
81,It's not what you pay for.,"['GENERAL', 'PRICE']",negative
82,The case is made from cheap plastic.,['QUALITY'],negative
83,In the description it said there is Bluetooth but no there isn't.,['DESIGN_FEATURES'],negative
84,"I'm warning you, You're wasting your money on this",['GENERAL'],negative
85,Love the computer.,['GENERAL'],positive
86,Hate Windows 8.1!,['OS'],negative
87,It dosn't even have a disc compartment,['DESIGN_FEATURES'],negative
88,Had to return the computer.,['GENERAL'],negative
89,Keeps freezing,['OPERATION_PERFORMANCE'],negative
90,No ethernet outlet,"['DESIGN_FEATURES', 'CONNECTIVITY']",negative
91,Disc drive will not open or function,"['OPTICAL_DRIVES', 'OPTICAL_DRIVES']",negative
92,Odd - unusual Dell Commands,['MISCELLANEOUS'],negative
93,Would have exchanged instantly - but had to use as if for College immediately.,['GENERAL'],negative
94,Unimpressed.,['GENERAL'],negative
95,Terrific laptop.,['GENERAL'],positive
96,Works beautifully.,['OPERATION_PERFORMANCE'],positive
97,great price.,['PRICE'],positive
98,just what we needed for our daughter to do her on line math class,['MISCELLANEOUS'],positive
99,This is a great home computer.,['MISCELLANEOUS'],positive
100,"It is very, very quiet.",['QUALITY'],positive
101,"The only reason I didn't give it a 5 star is, I feel I have to reach so far to type on the key board.","['GENERAL', 'KEYBOARD']",mixed
102,You also have to press firmly on the keys.,['KEYBOARD'],negative
103,Otherwise this is a great computer great prices.,"['GENERAL', 'PRICE']",positive
104,Was easy to set up and has been easy to learn to use it.,['USABILITY'],positive
105,Works good and is fast enough for me.,['OPERATION_PERFORMANCE'],positive
106,Good product for a good price.,"['GENERAL', 'PRICE']",positive
107,It was too cheaply constructed.,['QUALITY'],negative
108,"It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.",['OS'],negative
109,The Computer Is Horrible Its To Slow.,"['GENERAL', 'OPERATION_PERFORMANCE']",negative
110,The Thing That You Insert CDs Into Won't Open.,['OPTICAL_DRIVES'],negative
111,I Won't Ever Buy A Computer Off Amazon Again That's For Sure!,[],na
112,not a good computer at all.,['GENERAL'],negative
113,We returned two days later.,['GENERAL'],negative
114,They were excellent to handle our return and post our refund back into our account the next day.,['SUPPORT'],positive
115,Thank you!,[],na
116,Great price and computer!,"['PRICE', 'GENERAL']",positive
117,"I bought this laptop computer for my parents, they only access their facebook and e-mail accounts, see family pictures, etc.",[],na
118,They loved it.,['GENERAL'],positive
119,"It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling).","['USABILITY', 'DESIGN_FEATURES', 'PORTABILITY']",positive
120,"But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",['DESIGN_FEATURES'],negative
121,This product was DOA.,['QUALITY'],negative
122,Fired up and worked for the first day and then the display died on my wife while she was taking a timed test.,['DISPLAY'],negative
123,Would not recommend.,['GENERAL'],negative
124,Pretty good laptop.,['GENERAL'],positive
125,Good for basic stuff.,['MISCELLANEOUS'],positive
126,Don't try to use to play any pc games or anything.,['MISCELLANEOUS'],negative
127,Just for simple web browsing and media streaming.,['MISCELLANEOUS'],neutral
128,Pretty premium feel for the low price.,"['QUALITY', 'PRICE']",positive
129,I have so much trouble turning the computer on.,['OPERATION_PERFORMANCE'],negative
130,It comes on for seconds then shuts itself off.,['OPERATION_PERFORMANCE'],negative
131,"My mistake was to not research this one, no DVD and no place to insert my ad card to download pictures.",['DESIGN_FEATURES'],negative
132,I was in a big hurry to buy a computer just to produce a newsletter for my job.,[],na
133,I should have waited to find a higher quality computer.,['QUALITY'],negative
134,"i'm very happy,this laptop is beatifull, is'nt slow at all.","['GENERAL', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",positive
135,"but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting.","['DESIGN_FEATURES', 'CONNECTIVITY']",negative
136,just wifi....,['CONNECTIVITY'],negative
137,"the screen is big, and everything was as described","['DISPLAY', 'GENERAL']",positive
138,"For everyday use, you can't really go wrong with this laptop.",['MISCELLANEOUS'],positive
139,"If, like me, you will be paying bills, occasionally reading the news, or just buying stuff on line, Then this is a winner.",['MISCELLANEOUS'],positive
140,"If you are a gamer or need it for heavy computer use, get something else.",['MISCELLANEOUS'],negative
141,It's a good starter computer that is extremely light on the wallet.,"['MISCELLANEOUS', 'PRICE']",positive
142,"Like i said, Good for basic stuff and as a starter.",['MISCELLANEOUS'],positive
143,Still getting use to Window 8.,['OS'],neutral
144,Has a built in camera which i do not use.,['DESIGN_FEATURES'],neutral
145,Sturdy but only for typical wear and tear.,['QUALITY'],neutral
146,Can not believe the price!,['PRICE'],positive
147,"Amazing computer,  perfect for school.","['GENERAL', 'MISCELLANEOUS']",positive
148,I've had my Lenovo for a little over a month now and it does everything i want it to do and more.,['GENERAL'],positive
149,i really have nothing negative to say about it.,['GENERAL'],positive
150,The keyboard is a little wonky with having to use the Function button to get the F-keys but with how infrequently i use those it is a non-issue.,"['KEYBOARD', 'KEYBOARD']",mixed
151,it is a great value for what you get.,"['GENERAL', 'PRICE']",positive
152,i can run somewhat modern games like Skyrim and Fallout New Vegas with no issues.,['MISCELLANEOUS'],positive
153,I get giddy every time I use this thing.,['GENERAL'],positive
154,It is a thing of beauty and fast enough.,"['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",positive
155,What's fast enough?,[],na
156,When you click and don't wait.,['OPERATION_PERFORMANCE'],positive
157,"Waiting is horrible, and not waiting is the best thing on earth.",[],na
158,"So yes, it is ridiculously fast.",['OPERATION_PERFORMANCE'],positive
159,The battery will get you from LA to NY no problem.,['BATTERY'],positive
160,THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.,['OS'],neutral
161,IT IS VERY LIGHT AND THE PICTURE IS NICE  AND THE PRICE WAS AMAZING.,"['DESIGN_FEATURES', 'DISPLAY', 'PRICE']",positive
162,CAN EVEN READMY KINDLE ON THIS COMPUTER,['MISCELLANEOUS'],positive
163,"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming","['GENERAL', 'SHIPPING', 'QUALITY', 'MISCELLANEOUS']",mixed
164,for the price this is a super product out of the box.,"['PRICE', 'GENERAL']",mixed
165,It wont wow you with its speed but who can complain at $249.,"['OPERATION_PERFORMANCE', 'PRICE']",mixed
166,plus this computer comes with a full size keyboard.,['KEYBOARD'],positive
167,NO junkware!!,"['DESIGN_FEATURES', 'SOFTWARE']",positive
168,"This computer is great for someone who is looking to manage their online life(banling, facebook etc) and some basic offline work using MS Office.",['MISCELLANEOUS'],positive
169,the only drawback is no DVD player.. but for $20 you can buy an external one,['DESIGN_FEATURES'],negative
170,Very light and beautiful.,['DESIGN_FEATURES'],positive
171,It's just a little slow.,['OPERATION_PERFORMANCE'],negative
172,five starts,['GENERAL'],positive
173,Terribly slow...,['OPERATION_PERFORMANCE'],negative
174,Start up time took forever everything runs very slowly.,['OPERATION_PERFORMANCE'],negative
175,Screen broke 1 month outside warranty.,['DISPLAY'],negative
176,Overall build quality is cheap.,['QUALITY'],negative
177,Avoid Acer.,['COMPANY'],negative
178,Not bad.,['GENERAL'],neutral
179,"Nice and light, seems to help your work instead of becoming work itself.","['DESIGN_FEATURES', 'USABILITY']",positive
180,Perfect size for me.,['DESIGN_FEATURES'],positive
181,"Probably not a gaming machine, which I have zero interest in.",['MISCELLANEOUS'],neutral
182,i just love this ultrabook,['GENERAL'],positive
183,i defenitly recommend it for anyone for office and home work,['MISCELLANEOUS'],positive
184,It's ok.,['GENERAL'],neutral
185,I find that it often gets very slow and I have to restart more than usual.,['OPERATION_PERFORMANCE'],negative
186,"It's light and easy to use, though.","['DESIGN_FEATURES', 'USABILITY']",positive
187,"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.","['GENERAL', 'OS']",mixed
188,"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.","['DISPLAY', 'DESIGN_FEATURES', 'GENERAL', 'OS']",positive
189,I love this computer!,['GENERAL'],positive
190,However I am very upset that it doesn't have the superdrive built in!,['DESIGN_FEATURES'],negative
191,Supper east to use.,['USABILITY'],positive
192,Retina display is beautiful.,['DISPLAY'],positive
193,Also very quick laptop!,['OPERATION_PERFORMANCE'],positive
194,Con: Hate that it has no disk drive.,['DESIGN_FEATURES'],negative
195,"beautifully done, the computer is amazingly faster compared to other version of macbook pro i have had in the past.",[],na
196,I am also glad it doesnt get too hot when left on for an extended period of time.,['QUALITY'],positive
197,"The battery life is good, even with using high profile software like Sibelius 7 for a good half of the day.",['BATTERY'],positive
198,"Overall, the performance and specs are definitely great for the price compared to other laptop of the same price, which make this Apple purchase a worthwhile one.",[],na
199,"Wonderful, super fast, lightweight computer","['GENERAL', 'OPERATION_PERFORMANCE', 'DESIGN_FEATURES']",positive
200,"The New Macbook pro working, good user experience, fast speed, faster start up time.","['USABILITY', 'OPERATION_PERFORMANCE']",positive
201,This is what I was looking for.,['GENERAL'],positive
202,It has a wide screen and it's easy to use.,"['DISPLAY', 'USABILITY']",positive
203,"At my age, I need this kind of laptop.",['MISCELLANEOUS'],positive
204,Extremely slow.,['OPERATION_PERFORMANCE'],negative
205,A masterpiece of crap.,['QUALITY'],negative
206,not durable .,['QUALITY'],negative
207,"slow processor, just not it","['CPU', 'GENERAL']",negative
208,I upgraded the memory from 4gb to 8gb and found the user manual (which I read while awaiting the laptop to arrive) more useful than the Youtube demo.,[],na
209,"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.","['MOUSE', 'MOUSE']",negative
210,External monitor worked easily.,['CONNECTIVITY'],positive
211,Been using Lenovo ThinkPad Edge laptops in our business for several years now and have no complaints about any of them.,['GENERAL'],positive
212,"They have held up well not just in our sales department, but also in our service department where they are exposed to dust, exhaust, grease, oil, and all manner of other non-computer-friendly substances.",['QUALITY'],positive
213,"GENERAL, a quality laptop.",['QUALITY'],positive
214,The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,"['SOFTWARE', 'DESIGN_FEATURES', 'USABILITY']",mixed
215,Windows 7 rocks.,['OS'],positive
216,Computer runs very slow!,['OPERATION_PERFORMANCE'],negative
217,Great Laptop!,['GENERAL'],positive
218,"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing","['DISPLAY', 'DESIGN_FEATURES', 'USABILITY', 'MISCELLANEOUS']",positive
219,"One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive.","['OS', 'DESIGN_FEATURES']",positive
220,Only drawback is no LED to show when the hard drive is being accessed.,['DESIGN_FEATURES'],negative
221,"Not a necessity, but something I've come to expect.",['DESIGN_FEATURES'],negative
222,Does what I need it to do and the price was right!,"['GENERAL', 'PRICE']",positive
223,Great laptop from Apple!,"['GENERAL', 'COMPANY']",positive
224,Apple is unrivaled in terms of build quality and functionality.,"['QUALITY', 'OPERATION_PERFORMANCE', 'COMPANY']",positive
225,The retina screen is absolutely beautiful and the touchpad is the best touchpad to date.,"['DISPLAY', 'MOUSE']",positive
226,The pair allow for seamless navigation throughout the whole interface.,['USABILITY'],positive
227,Battery life is astonishing given the processing power and high resolution display.,"['BATTERY', 'CPU', 'DISPLAY']",positive
228,I can easily get 10 hours out of a full charge.,['BATTERY'],positive
229,"Also, I find OS X much more simple and easy to use than Windows.",[],na
230,"Overall, a high quality laptop and a great value considering all this computer has to offer.","['QUALITY', 'PRICE', 'GENERAL']",positive
231,Well worth the extra cost.,"['GENERAL', 'PRICE']",mixed
232,"As a long time PC user, I nearly done using PCs.",[],na
233,Size is perfect and display is beautiful!,"['DESIGN_FEATURES', 'DISPLAY']",positive
234,Get Speck cover at the same time!,[],na
235,"Excellent performance, especially given its price point.","['OPERATION_PERFORMANCE', 'PRICE']",positive
236,It's performing very well after a week's use and I don't anticipate any trouble given my past experiences with Dell pcs.,[],na
237,The screen is wide and provides excellent clarity.,"['DISPLAY', 'DISPLAY']",positive
238,"In addition to some usage on the road, this is also my desktop unit.",[],na
239,"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.","['DESIGN_FEATURES', 'PORTABILITY']",neutral
240,This was recommended to me by an IT support specialist in the local school district.,[],na
241,I can appreciate why she recommended it!,['GENERAL'],positive
242,"If you are undecided between a desktop or laptop pc, I strongly recommend this pc as a solution.",[],na
243,Don't expect much in terms of performance from this laptop.,['OPERATION_PERFORMANCE'],negative
244,"It gets the job done in terms of having a computer that can browse the web, use Word/Excel, and the like.",['MISCELLANEOUS'],positive
245,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,"['DESIGN_FEATURES', 'CONNECTIVITY']",negative
246,fast easy,"['OPERATION_PERFORMANCE', 'USABILITY']",positive
247,I live in Jamaica and bought this online and my husband took it down for me.,[],na
248,So far I do not have any trouble with it other than the picture quality is a bit poor.,"['GENERAL', 'DISPLAY']",mixed
249,My son saw this laptop online and told be about it and i thought it was a good deal and bought it.,[],na
250,I have had it over a month now and it works just fine.,['OPERATION_PERFORMANCE'],positive
251,This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.,['MISCELLANEOUS'],positive
252,My daughter uses it for college too and it works great for both of us.,['MISCELLANEOUS'],positive
253,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!","['GENERAL', 'DISPLAY']",mixed
254,This laptop is absolutely horrible.,['GENERAL'],negative
255,I bought it simply for Excel on Windows for work since I have a Macbook Air and literally the thing freezes and lags opening Excel or my web browser.,['OPERATION_PERFORMANCE'],negative
256,There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.,['GENERAL'],negative
257,I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.,['GENERAL'],negative
258,I appreciate the effort to hit affordable pricing Dell but just not worth it.,"['PRICE', 'GENERAL']",mixed
259,It is slow and complicated and very disappointing,"['OPERATION_PERFORMANCE', 'USABILITY', 'GENERAL']",negative
260,Great labtop..,['GENERAL'],positive
261,not as fast as I would have liked it to be but everything else is great!,"['OPERATION_PERFORMANCE', 'GENERAL']",mixed
262,I've only had this computer for a few days an I already don't like it.,['GENERAL'],negative
263,The battery life is a joke and it's causing other problems.,"['BATTERY', 'BATTERY']",negative
264,I will be returning it.,['GENERAL'],negative
265,If people are writing bad reviews about this laptop then believe what they say.,['GENERAL'],negative
266,This is an ok computer.,['GENERAL'],neutral
267,The processor shows a speed of 1.7gz.,['CPU'],neutral
268,The sound is disappointing.,['MULTIMEDIA_DEVICES'],negative
269,No bass sound at all.,['MULTIMEDIA_DEVICES'],negative
270,Maybe this one is just a dud.,['QUALITY'],negative
271,the computer is very wonderful.,['GENERAL'],positive
272,was not aware it did not have a disk drive when i bought it or i would not of purchased it.,['DESIGN_FEATURES'],negative
273,it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,"['OPERATION_PERFORMANCE', 'GENERAL']",mixed
274,its very fast and very light.,"['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']",positive
275,great product.,['GENERAL'],positive
276,i am giviing it four stars instead of five because of no disk drive and the crashing,"['GENERAL', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",mixed
277,I absolutely love my Dell Inspiron!,['GENERAL'],positive
278,I use it for basic web browsing and word processing.,[],na
279,I have also used it to watch YouTube and Hulu.,[],na
280,"It powers on/off very quickly, and it loads up automatically.",['OPERATION_PERFORMANCE'],positive
281,"The mouse click is a bit loud, but it really isn't a problem.",['MOUSE'],neutral
282,"For $250, I highly recommend!!","['GENERAL', 'PRICE']",positive
283,very poor quality lap top....,['QUALITY'],negative
284,I am returning it...,['GENERAL'],negative
285,Slow,['OPERATION_PERFORMANCE'],negative
286,GREAT value laptop!,"['GENERAL', 'PRICE']",positive
287,I can't believe this was just $250,['PRICE'],positive
288,I am using primarily for Office and Outlook while I'm on the road.,[],na
289,"Speed is great, easy to set up and get going.","['OPERATION_PERFORMANCE', 'USABILITY']",positive
290,Very pleased so far.,['GENERAL'],positive
291,It is very difficult to use this computer.,['USABILITY'],negative
292,Too many steps to get anywhere and hard to set up,['USABILITY'],negative
293,"This things run smoothly for its price, and the battery life seems to go on forever.","['OPERATION_PERFORMANCE', 'PRICE', 'BATTERY']",mixed
294,I got this laptop as an upgrade / replacement for my old Lenovo notebook.,[],na
295,"I didn't have that much money, so I thought I'd give the Inspiron a try.",[],na
296,I wasn't disappointed in its performance.,['OPERATION_PERFORMANCE'],positive
297,"All in all, it's well worth its price tag.","['GENERAL', 'PRICE']",positive
298,Great laptop for the price.,"['GENERAL', 'PRICE']",mixed
299,It was nearly impossible to find a laptop that had A) a side keyboard.,['KEYBOARD'],positive
300,I do a lot of 10-key so I can't be pecking around at the top looking for numbers,[],na
301,B) a DVD/CD player.,['DESIGN_FEATURES'],positive
302,I have a lot of antiquated programs that I use that require a download,[],na
303,C) a large hard drive instead of using the Cloud,['HARD_DISC'],positive
304,D) was under $300 with shipping.,['PRICE'],positive
305,The only con is Windows effin 8.,['OS'],negative
306,Still giving it a 5 star rating because it is fast and a nice sized screen.,"['GENERAL', 'OPERATION_PERFORMANCE', 'DISPLAY']",positive
307,Great for web design and general work.,['MISCELLANEOUS'],positive
308,Overall good but processing power isn't very good.,"['GENERAL', 'CPU']",mixed
309,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.","['OS', 'OS']",mixed
310,I replaced stock drive with WD Black 7K drive and is still quite slow.,['OPERATION_PERFORMANCE'],negative
311,Battery doesn't last long web browsing (2.5 hours maybe).,['BATTERY'],negative
312,It has some bloat wear that I wish weren't there.,"['DESIGN_FEATURES', 'SOFTWARE']",negative
313,It works fine for a PC in this price range.,"['OPERATION_PERFORMANCE', 'PRICE']",mixed
314,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,"['GENERAL', 'KEYBOARD', 'DISPLAY']",positive
315,Terrific value for the money.,"['GENERAL', 'PRICE']",mixed
316,Love the key layout and the built-in mouse pad - all work well and are properly sized.,"['KEYBOARD', 'MOUSE', 'KEYBOARD', 'MOUSE']",positive
317,"Was easy to get up and running and comes with Windows 7 Pro (my favorite operating system so far, do not  like Windows 8).",[],na
318,Highly recommended.,['GENERAL'],positive
319,works good but doesn't seem like it's made sturdy.,"['OPERATION_PERFORMANCE', 'QUALITY']",mixed
320,kinda to light and plastic feeling.,"['DESIGN_FEATURES', 'QUALITY']",negative
321,i have square trade for it just in case it breaks,[],na
322,Killer computer.,['GENERAL'],positive
323,Replaced a 10 year old HP that never gave us a lick of trouble.,[],na
324,I would highly recommend this computer it is FAST!!!,"['GENERAL', 'OPERATION_PERFORMANCE']",positive
325,Doesn't have touch screen but I have a tablet so that wasn't so important.,['DISPLAY'],neutral
326,Look and feel is good.,"['DESIGN_FEATURES', 'QUALITY']",positive
327,I am experiencing the system little slower than what I have expected.,['OPERATION_PERFORMANCE'],negative
328,"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases.",['CPU'],negative
329,The hdd has a scratching noise.,['HARD_DISC'],negative
330,The system sometimes lags a lot.,['OPERATION_PERFORMANCE'],negative
331,I don't like it at all...,['GENERAL'],negative
332,I can't put a protector to make presentation...,['CONNECTIVITY'],negative
333,A good value on a quality product.,"['QUALITY', 'PRICE']",positive
334,"Easy setup, and delivers all the functions we need.","['USABILITY', 'OPERATION_PERFORMANCE']",positive
335,This laptop is amazing!,['GENERAL'],positive
336,"Despite the fact that there's no optical drive, everything is perfect.","['DESIGN_FEATURES', 'GENERAL']",mixed
337,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.","['DISPLAY', 'MULTIMEDIA_DEVICES', 'MOUSE']",positive
338,The home page/startup is easy to navigate which is the one thing I was mainly concerned about.,['OS'],positive
339,"Internet is fast and reliable, battery life lasts a long time.","['CONNECTIVITY', 'BATTERY']",positive
340,I love this laptop!,['GENERAL'],positive
341,LOOKS LIKE THIS DELL IS A PIECE OF CRAP.,['QUALITY'],negative
342,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!","['OPERATION_PERFORMANCE', 'QUALITY']",negative
343,DO NOT RECOMMEND!,['GENERAL'],negative
344,Awesome laptop!,['GENERAL'],positive
345,Standard issue for company road-warriors where I work.,[],na
346,"Bootup time is amazing, battery life is decent and it has a great slim form factor.","['OPERATION_PERFORMANCE', 'BATTERY', 'DESIGN_FEATURES']",mixed
347,"Fantastic machine, I have never believed the hype behind Apple products, but must admit I am now a Mac user and do not see myself going back.",[],na
348,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.","['USABILITY', 'OS', 'HARDWARE']",mixed
349,More than enough for my use.,['MISCELLANEOUS'],positive
350,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;","['DISPLAY', 'KEYBOARD', 'KEYBOARD']",positive
351,I even installed a windows partition to be able to run Windows software.,['USABILITY'],positive
352,"Things just work, they are fluid, easy to use and understand, fast and work well.","['OPERATION_PERFORMANCE', 'USABILITY']",positive
353,"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.",['MISCELLANEOUS'],positive
354,"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",['MISCELLANEOUS'],negative
355,"Now when I say don't expect to play games on it, I mean it.",['MISCELLANEOUS'],negative
356,Pretty much every major game save for Solitare won't even play on it due to the slower processor.,"['MISCELLANEOUS', 'CPU']",negative
357,"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports.",['DESIGN_FEATURES'],negative
358,"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.",['DESIGN_FEATURES'],neutral
359,"The webcam is nothing special, its there if you need it.",['MULTIMEDIA_DEVICES'],neutral
360,Don't expect it to take good pictures or video.,['MULTIMEDIA_DEVICES'],negative
361,The battery is pretty soild.,['BATTERY'],positive
